NAME,Year,Industry,Category,NAICS Code,BEA Line Code,BEA Employment,NAICS Employment
"Stewart County, Tennessee",2041,Educational services,BEA and NAICS,61,1500,15.985911410018552,31.66838592001394
"Stewart County, Tennessee",2035,Construction,BEA and NAICS,23,400,656.7142857142858,696.7662925846196
"Stewart County, Tennessee",2028,Accommodation and food services,BEA and NAICS,72,1800,321.6454081632653,321.6454081632653
"Stewart County, Tennessee",2038,Total employment (number of jobs),BEA and NAICS,NA,10,5550.714285714285,5550.714285714285
"Stewart County, Tennessee",2039,Finance and insurance,BEA and NAICS,52,1000,144.96428571428572,144.96428571428572
"Stewart County, Tennessee",2023,Information,BEA and NAICS,51,900,30.5,30.5
"Stewart County, Tennessee",2035,Manufacturing,BEA and NAICS,31-33,500,800.8214285714286,800.8214285714286
"Stewart County, Tennessee",2048,Total employment (number of jobs),BEA and NAICS,NA,10,5890.285714285715,5890.285714285715
"Stewart County, Tennessee",2041,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.97756261595547,63.43105678270613
"Stewart County, Tennessee",2024,Information,BEA and NAICS,51,900,28.0,28.0
"Stewart County, Tennessee",2035,"Professional, scientific, and technical services",BEA and NAICS,54,1200,244.5,248.21217734481
"Stewart County, Tennessee",2035,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.962604359925784,63.40790220915373
"Stewart County, Tennessee",2027,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",425.3928571428571,425.3928571428571
"Stewart County, Tennessee",2038,"Professional, scientific, and technical services",BEA and NAICS,54,1200,263.0,266.99305783920255
"Stewart County, Tennessee",2035,Government,BEA,NA,2000,1149.107142857143,0
"Stewart County, Tennessee",2041,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2039,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",436.5357142857143,436.5357142857143
"Stewart County, Tennessee",2039,Accommodation and food services,BEA and NAICS,72,1800,369.82270408163265,369.82270408163265
"Stewart County, Tennessee",2022WP,"Professional, scientific, and technical services",BEA and NAICS,54,1200,179.0,181.717708567366
"Stewart County, Tennessee",2027,Public Administration,NAICS,92,NA,0,1001.7402565453176
"Stewart County, Tennessee",2026,Other services (except government and government enterprises),BEA and NAICS,81,1900,341.14285714285717,341.14285714285717
"Stewart County, Tennessee",2047,Manufacturing,BEA and NAICS,31-33,500,949.9642857142857,949.9642857142857
"Stewart County, Tennessee",2035,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2035,Other services (except government and government enterprises),BEA and NAICS,81,1900,354.7142857142857,354.7142857142857
"Stewart County, Tennessee",2041,Health care and social assistance,BEA and NAICS,62,1600,245.88259508348796,245.88259508348796
"Stewart County, Tennessee",2035,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,1.4642857142857144,1.4642857142857144
"Stewart County, Tennessee",2038,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,1.5714285714285714,1.5714285714285714
"Stewart County, Tennessee",2027,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,202.85714285714286,202.85714285714286
"Stewart County, Tennessee",2027,Wholesale trade,BEA and NAICS,42,600,46.95199443413729,46.95199443413729
"Stewart County, Tennessee",2038,Transportation and warehousing,BEA and NAICS,48-49,800,77.85714285714286,116.11570436894189
"Stewart County, Tennessee",2046,Construction,BEA and NAICS,23,400,668.8571428571429,709.6497241420902
"Stewart County, Tennessee",2035,Finance and insurance,BEA and NAICS,52,1000,143.67857142857142,143.67857142857142
"Stewart County, Tennessee",2039,Educational services,BEA and NAICS,61,1500,16.9827806122449,33.643202231587864
"Stewart County, Tennessee",2041,Construction,BEA and NAICS,23,400,662.4285714285714,702.8290839057822
"Stewart County, Tennessee",2022WP,Other services (except government and government enterprises),BEA and NAICS,81,1900,317.0,317.0
"Stewart County, Tennessee",2026,Public Administration,NAICS,92,NA,0,999.8567876982576
"Stewart County, Tennessee",2048,Real estate and rental and leasing,BEA and NAICS,53,1100,100.64285714285714,100.64285714285714
"Stewart County, Tennessee",2038,Other services (except government and government enterprises),BEA and NAICS,81,1900,358.57142857142856,358.57142857142856
"Stewart County, Tennessee",2047,Total employment (number of jobs),BEA and NAICS,NA,10,5853.928571428572,5853.928571428572
"Stewart County, Tennessee",2035,Educational services,BEA and NAICS,61,1500,16.976519016697587,33.63079789509548
"Stewart County, Tennessee",2046,Total employment (number of jobs),BEA and NAICS,NA,10,5820.571428571428,5820.571428571428
"Stewart County, Tennessee",2035,Information,BEA and NAICS,51,900,21.5,21.5
"Stewart County, Tennessee",2039,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,266.7142857142857,266.7142857142857
"Stewart County, Tennessee",2041,Information,BEA and NAICS,51,900,17.5,17.5
"Stewart County, Tennessee",2024,Government,BEA,NA,2000,1124.7857142857142,0
"Stewart County, Tennessee",2028,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,208.42857142857142,208.42857142857142
"Stewart County, Tennessee",2038,Manufacturing,BEA and NAICS,31-33,500,836.8571428571429,836.8571428571429
"Stewart County, Tennessee",2023,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2046,Transportation and warehousing,BEA and NAICS,48-49,800,72.28571428571429,107.80650717556807
"Stewart County, Tennessee",2027,Utilities,BEA and NAICS,22,300,6.990665584415585,13.46143124575104
"Stewart County, Tennessee",2024,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2049,Retail trade,BEA and NAICS,44-45,700,499.7857142857143,499.7857142857143
"Stewart County, Tennessee",2038,Health care and social assistance,BEA and NAICS,62,1600,242.84346011131726,242.84346011131726
"Stewart County, Tennessee",2046,Retail trade,BEA and NAICS,44-45,700,496.14285714285717,496.14285714285717
"Stewart County, Tennessee",2038,Public Administration,NAICS,92,NA,0,1030.2246553833565
"Stewart County, Tennessee",2022WP,Real estate and rental and leasing,BEA and NAICS,53,1100,120.0,120.0
"Stewart County, Tennessee",2038,Retail trade,BEA and NAICS,44-45,700,485.42857142857144,485.42857142857144
"Stewart County, Tennessee",2035,Real estate and rental and leasing,BEA and NAICS,53,1100,123.82142857142857,123.82142857142857
"Stewart County, Tennessee",2046,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.99002782931354,63.45035226066646
"Stewart County, Tennessee",2035,Retail trade,BEA and NAICS,44-45,700,480.7857142857143,480.7857142857143
"Stewart County, Tennessee",2041,Government,BEA,NA,2000,1165.4642857142858,0
"Stewart County, Tennessee",2023,Government,BEA,NA,2000,1123.392857142857,0
"Stewart County, Tennessee",2039,Government,BEA,NA,2000,1160.6785714285713,0
"Stewart County, Tennessee",2035,Health care and social assistance,BEA and NAICS,62,1600,239.80432513914658,239.80432513914658
"Stewart County, Tennessee",2041,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",438.89285714285717,438.89285714285717
"Stewart County, Tennessee",2026,"Professional, scientific, and technical services",BEA and NAICS,54,1200,185.0,187.80880494392576
"Stewart County, Tennessee",2046,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",443.2857142857143,443.2857142857143
"Stewart County, Tennessee",2038,Real estate and rental and leasing,BEA and NAICS,53,1100,118.85714285714286,118.85714285714286
"Stewart County, Tennessee",2023,Finance and insurance,BEA and NAICS,52,1000,127.82142857142857,127.82142857142857
"Stewart County, Tennessee",2049,Real estate and rental and leasing,BEA and NAICS,53,1100,98.32142857142857,98.32142857142857
"Stewart County, Tennessee",2041,Manufacturing,BEA and NAICS,31-33,500,873.8928571428571,873.8928571428571
"Stewart County, Tennessee",2039,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.972576530612244,63.423338591522004
"Stewart County, Tennessee",2026,Utilities,BEA and NAICS,22,300,6.990259740259741,13.460649740308614
"Stewart County, Tennessee",2038,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2024,Health care and social assistance,BEA and NAICS,62,1600,221.6608302411874,221.6608302411874
"Stewart County, Tennessee",2027,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.94266001855287,63.3770294444172
"Stewart County, Tennessee",2038,Wholesale trade,BEA and NAICS,42,600,54.97495361781076,54.97495361781076
"Stewart County, Tennessee",2038,Information,BEA and NAICS,51,900,20.0,20.0
"Stewart County, Tennessee",2049,Wholesale trade,BEA and NAICS,42,600,62.99791280148423,62.99791280148423
"Stewart County, Tennessee",2027,Accommodation and food services,BEA and NAICS,72,1800,316.62929035250465,316.62929035250465
"Stewart County, Tennessee",2035,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",432.82142857142856,432.82142857142856
"Stewart County, Tennessee",2023,Health care and social assistance,BEA and NAICS,62,1600,223.64778525046384,223.64778525046384
"Stewart County, Tennessee",2050,Retail trade,BEA and NAICS,44-45,700,501.0,501.0
"Stewart County, Tennessee",2049,Public Administration,NAICS,92,NA,0,1065.287949029898
"Stewart County, Tennessee",2041,Finance and insurance,BEA and NAICS,52,1000,145.60714285714286,145.60714285714286
"Sumner County, Tennessee",2023,Health care and social assistance,BEA and NAICS,62,1600,8969.607142857143,8994.406067245456
"Sumner County, Tennessee",2043,Retail trade,BEA and NAICS,44-45,700,12433.5,12433.5
"Sumner County, Tennessee",2037,Other services (except government and government enterprises),BEA and NAICS,81,1900,9053.892857142857,9053.892857142857
"Sumner County, Tennessee",2029,Wholesale trade,BEA and NAICS,42,600,4335.0,4335.0
"Sumner County, Tennessee",2050,Government,BEA,NA,2000,12640.0,0
"Sumner County, Tennessee",2049,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,6351.642857142857,6351.642857142857
"Sumner County, Tennessee",2046,Public Administration,NAICS,92,NA,0,6979.445726028183
"Sumner County, Tennessee",2037,"Professional, scientific, and technical services",BEA and NAICS,54,1200,14059.142857142857,14235.58406008982
"Sumner County, Tennessee",2029,Construction,BEA and NAICS,23,400,8011.0,8130.502121781972
"Sumner County, Tennessee",2026,Public Administration,NAICS,92,NA,0,6799.239438793241
"Sumner County, Tennessee",2031,Management of companies and enterprises,BEA and NAICS,55,1300,800.9642857142857,800.9642857142857
"Sumner County, Tennessee",2037,Manufacturing,BEA and NAICS,31-33,500,8322.642857142857,8322.642857142857
"Sumner County, Tennessee",2046,Other services (except government and government enterprises),BEA and NAICS,81,1900,10491.42857142857,10491.42857142857
"Sumner County, Tennessee",2048,Total employment (number of jobs),BEA and NAICS,NA,10,164506.2142857143,164506.2142857143
"Sumner County, Tennessee",2043,Utilities,BEA and NAICS,22,300,140.0,247.8954682839331
"Sumner County, Tennessee",2047,Accommodation and food services,BEA and NAICS,72,1800,15983.92857142857,15983.92857142857
"Sumner County, Tennessee",2044,Utilities,BEA and NAICS,22,300,143.14285714285714,253.46046859234792
"Sumner County, Tennessee",2039,Transportation and warehousing,BEA and NAICS,48-49,800,8149.928571428572,8719.49294579993
"Sumner County, Tennessee",2031,"Professional, scientific, and technical services",BEA and NAICS,54,1200,10763.285714285714,10898.364153873912
"Sumner County, Tennessee",2050,"Professional, scientific, and technical services",BEA and NAICS,54,1200,23437.0,23731.132616439485
"Sumner County, Tennessee",2039,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1643.9335426478283,1643.9335426478283
"Sumner County, Tennessee",2026,Educational services,BEA and NAICS,61,1500,2231.5714285714284,4163.812251127064
"Sumner County, Tennessee",2029,Public Administration,NAICS,92,NA,0,6867.092225772791
"Sumner County, Tennessee",2022BL,Utilities,BEA and NAICS,22,300,86.0,152.27864480298746
"Sumner County, Tennessee",2026,Total employment (number of jobs),BEA and NAICS,NA,10,109074.57142857143,109074.57142857143
"Sumner County, Tennessee",2031,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,100.17647828362115,100.17647828362115
"Sumner County, Tennessee",2031,Real estate and rental and leasing,BEA and NAICS,53,1100,6985.678571428572,7060.133069016071
"Sumner County, Tennessee",2027,Government,BEA,NA,2000,9698.32142857143,0
"Sumner County, Tennessee",2043,Transportation and warehousing,BEA and NAICS,48-49,800,8890.5,9511.819809857052
"Sumner County, Tennessee",2029,Other services (except government and government enterprises),BEA and NAICS,81,1900,7840.75,7840.75
"Sumner County, Tennessee",2029,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,3866.5,3866.5
"Sumner County, Tennessee",2045,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1658.0607012035584,1658.0607012035584
"Sumner County, Tennessee",2045,Information,BEA and NAICS,51,900,1699.392857142857,1699.392857142857
"Sumner County, Tennessee",2047,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1664.436420722135,1664.436420722135
"Sumner County, Tennessee",2039,Utilities,BEA and NAICS,22,300,127.42857142857143,225.6354670502738
"Sumner County, Tennessee",2023,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,6505.535714285715,6529.167317071096
"Sumner County, Tennessee",2044,Transportation and warehousing,BEA and NAICS,48-49,800,9082.142857142857,9716.855783648069
"Sumner County, Tennessee",2031,Other services (except government and government enterprises),BEA and NAICS,81,1900,8138.535714285715,8138.535714285715
"Sumner County, Tennessee",2048,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1667.6242804814233,1667.6242804814233
"Sumner County, Tennessee",2038,Total employment (number of jobs),BEA and NAICS,NA,10,137420.2857142857,137420.2857142857
"Sumner County, Tennessee",2026,Accommodation and food services,BEA and NAICS,72,1800,8077.428571428572,8077.428571428572
"Sumner County, Tennessee",2031,Manufacturing,BEA and NAICS,31-33,500,8222.785714285714,8222.785714285714
"Sumner County, Tennessee",2025,Manufacturing,BEA and NAICS,31-33,500,8100.928571428572,8100.928571428572
"Sumner County, Tennessee",2037,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,125.12074829931973,125.12074829931973
"Sumner County, Tennessee",2047,Manufacturing,BEA and NAICS,31-33,500,8432.07142857143,8432.07142857143
"Sumner County, Tennessee",2023,Retail trade,BEA and NAICS,44-45,700,10550.642857142857,10550.642857142857
"Sumner County, Tennessee",2023,Finance and insurance,BEA and NAICS,52,1000,5409.75,5409.75
"Sumner County, Tennessee",2043,Total employment (number of jobs),BEA and NAICS,NA,10,150525.75,150525.75
"Sumner County, Tennessee",2039,Wholesale trade,BEA and NAICS,42,600,4867.857142857143,4867.857142857143
"Sumner County, Tennessee",2048,Construction,BEA and NAICS,23,400,8315.57142857143,8439.616919714086
"Sumner County, Tennessee",2047,Information,BEA and NAICS,51,900,1728.0357142857142,1728.0357142857142
"Sumner County, Tennessee",2046,Utilities,BEA and NAICS,22,300,150.42857142857142,266.36115112549135
"Sumner County, Tennessee",2032,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,8169.357142857143,8199.032639463514
"Sumner County, Tennessee",2038,Wholesale trade,BEA and NAICS,42,600,4814.571428571428,4814.571428571428
"Sumner County, Tennessee",2048,Retail trade,BEA and NAICS,44-45,700,12905.714285714286,12905.714285714286
"Sumner County, Tennessee",2029,Accommodation and food services,BEA and NAICS,72,1800,9005.5,9005.5
"Sumner County, Tennessee",2032,Accommodation and food services,BEA and NAICS,72,1800,9996.57142857143,9996.57142857143
"Sumner County, Tennessee",2023,Transportation and warehousing,BEA and NAICS,48-49,800,5802.642857142857,6208.165263831837
"Sumner County, Tennessee",2043,Manufacturing,BEA and NAICS,31-33,500,8397.5,8397.5
"Sumner County, Tennessee",2029,Total employment (number of jobs),BEA and NAICS,NA,10,115784.25,115784.25
"Sumner County, Tennessee",2022BL,Public Administration,NAICS,92,NA,0,6512.99296716461
"Sumner County, Tennessee",2040,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,9861.642857142857,9897.465645156999
"Sumner County, Tennessee",2023,Government,BEA,NA,2000,9097.464285714286,0
"Sumner County, Tennessee",2026,Finance and insurance,BEA and NAICS,52,1000,5460.0,5460.0
"Sumner County, Tennessee",2031,Public Administration,NAICS,92,NA,0,6904.860200776036
"Sumner County, Tennessee",2026,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,7008.142857142857,7033.600199249138
"Sumner County, Tennessee",2037,Finance and insurance,BEA and NAICS,52,1000,5920.25,5920.25
"Sumner County, Tennessee",2022BL,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,6369.0,6392.135631675895
"Sumner County, Tennessee",2037,Educational services,BEA and NAICS,61,1500,3361.6428571428573,6272.37359883468
"Sumner County, Tennessee",2039,Accommodation and food services,BEA and NAICS,72,1800,12568.07142857143,12568.07142857143
"Sumner County, Tennessee",2026,Wholesale trade,BEA and NAICS,42,600,4168.142857142857,4168.142857142857
"Sumner County, Tennessee",2048,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,189.0185766614338,189.0185766614338
"Sumner County, Tennessee",2037,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4778.357142857143,4778.357142857143
"Sumner County, Tennessee",2048,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,11708.92857142857,11751.46169417122
"Sumner County, Tennessee",2043,Information,BEA and NAICS,51,900,1668.75,1668.75
"Sumner County, Tennessee",2022BL,Manufacturing,BEA and NAICS,31-33,500,7757.0,7757.0
"Sumner County, Tennessee",2028,Public Administration,NAICS,92,NA,0,6846.5431000002245
"Sumner County, Tennessee",2029,Retail trade,BEA and NAICS,44-45,700,11090.5,11090.5
"Sumner County, Tennessee",2032,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4196.571428571428,4196.571428571428
"Sumner County, Tennessee",2029,Real estate and rental and leasing,BEA and NAICS,53,1100,6897.75,6971.267340582298
"Sumner County, Tennessee",2050,Transportation and warehousing,BEA and NAICS,48-49,800,10281.0,10999.49603117264
"Sumner County, Tennessee",2032,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1638.61852433281,1638.61852433281
"Sumner County, Tennessee",2045,Accommodation and food services,BEA and NAICS,72,1800,15080.214285714286,15080.214285714286
"Sumner County, Tennessee",2037,Construction,BEA and NAICS,23,400,8144.714285714285,8266.211057459484
"Sumner County, Tennessee",2046,Manufacturing,BEA and NAICS,31-33,500,8424.42857142857,8424.42857142857
"Sumner County, Tennessee",2040,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1645.1214024071166,1645.1214024071166
"Sumner County, Tennessee",2043,Management of companies and enterprises,BEA and NAICS,55,1300,1558.25,1558.25
"Sumner County, Tennessee",2045,Manufacturing,BEA and NAICS,31-33,500,8416.785714285714,8416.785714285714
"Sumner County, Tennessee",2049,Real estate and rental and leasing,BEA and NAICS,53,1100,7367.035714285715,7445.554778283265
"Sumner County, Tennessee",2025,Health care and social assistance,BEA and NAICS,62,1600,9482.82142857143,9509.039273773522
"Sumner County, Tennessee",2048,Other services (except government and government enterprises),BEA and NAICS,81,1900,10821.214285714286,10821.214285714286
"Sumner County, Tennessee",2045,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,10998.32142857143,11038.273244182126
"Sumner County, Tennessee",2043,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,156.0650183150183,156.0650183150183
"Sumner County, Tennessee",2031,Total employment (number of jobs),BEA and NAICS,NA,10,120389.03571428571,120389.03571428571
"Sumner County, Tennessee",2044,Wholesale trade,BEA and NAICS,42,600,5123.285714285715,5123.285714285715
"Sumner County, Tennessee",2043,"Professional, scientific, and technical services",BEA and NAICS,54,1200,17962.0,18187.421771407862
"Sumner County, Tennessee",2039,Public Administration,NAICS,92,NA,0,6986.582355576535
"Sumner County, Tennessee",2023,Total employment (number of jobs),BEA and NAICS,NA,10,103355.89285714286,103355.89285714286
"Sumner County, Tennessee",2022BL,Wholesale trade,BEA and NAICS,42,600,3847.0,3847.0
"Sumner County, Tennessee",2048,Educational services,BEA and NAICS,61,1500,4665.714285714285,8705.595552257211
"Sumner County, Tennessee",2029,"Professional, scientific, and technical services",BEA and NAICS,54,1200,9782.0,9904.763376456502
"Sumner County, Tennessee",2037,Management of companies and enterprises,BEA and NAICS,55,1300,1146.607142857143,1146.607142857143
"Sumner County, Tennessee",2025,Management of companies and enterprises,BEA and NAICS,55,1300,509.32142857142856,509.32142857142856
"Sumner County, Tennessee",2039,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,9641.107142857143,9676.128826607337
"Sumner County, Tennessee",2029,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1640.054945054945,1640.054945054945
"Sumner County, Tennessee",2031,Retail trade,BEA and NAICS,44-45,700,11279.785714285714,11279.785714285714
"Sumner County, Tennessee",2046,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,175.0371533228676,175.0371533228676
"Sumner County, Tennessee",2043,Real estate and rental and leasing,BEA and NAICS,53,1100,7310.25,7388.163832625384
"Sumner County, Tennessee",2022BL,Health care and social assistance,BEA and NAICS,62,1600,8724.0,8748.119876480423
"Sumner County, Tennessee",2022BL,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,71.26007326007327,71.26007326007327
"Sumner County, Tennessee",2027,Health care and social assistance,BEA and NAICS,62,1600,10033.035714285714,10060.774776889135
"Sumner County, Tennessee",2037,Government,BEA,NA,2000,10968.964285714286,0
"Sumner County, Tennessee",2038,Transportation and warehousing,BEA and NAICS,48-49,800,7971.285714285715,8528.365487562385
"Sumner County, Tennessee",2023,Accommodation and food services,BEA and NAICS,72,1800,7249.357142857143,7249.357142857143
"Sumner County, Tennessee",2044,Public Administration,NAICS,92,NA,0,6988.988256483446
"Sumner County, Tennessee",2025,Information,BEA and NAICS,51,900,1400.9642857142858,1400.9642857142858
"Sumner County, Tennessee",2029,Transportation and warehousing,BEA and NAICS,48-49,800,6475.5,6928.045574346701
"Sumner County, Tennessee",2037,Health care and social assistance,BEA and NAICS,62,1600,13071.107142857143,13107.245782213871
"Sumner County, Tennessee",2031,Wholesale trade,BEA and NAICS,42,600,4439.571428571428,4439.571428571428
"Sumner County, Tennessee",2027,Information,BEA and NAICS,51,900,1428.607142857143,1428.607142857143
"Sumner County, Tennessee",2040,Accommodation and food services,BEA and NAICS,72,1800,12966.42857142857,12966.42857142857
"Sumner County, Tennessee",2046,Transportation and warehousing,BEA and NAICS,48-49,800,9471.42857142857,10133.347046100935
"Sumner County, Tennessee",2029,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,7576.75,7604.2728289056895
"Sumner County, Tennessee",2038,Utilities,BEA and NAICS,22,300,124.28571428571429,220.07046674185898
"Sumner County, Tennessee",2050,Construction,BEA and NAICS,23,400,8344.0,8468.469567363472
"Sumner County, Tennessee",2043,Other services (except government and government enterprises),BEA and NAICS,81,1900,10004.25,10004.25
"Sumner County, Tennessee",2029,Utilities,BEA and NAICS,22,300,99.0,175.297509715067
"Sumner County, Tennessee",2045,Management of companies and enterprises,BEA and NAICS,55,1300,1712.4642857142858,1712.4642857142858
"Sumner County, Tennessee",2031,Utilities,BEA and NAICS,22,300,104.28571428571429,184.65682841558282
"Sumner County, Tennessee",2037,Information,BEA and NAICS,51,900,1577.8214285714287,1577.8214285714287
"Sumner County, Tennessee",2031,Transportation and warehousing,BEA and NAICS,48-49,800,6789.785714285715,7264.295400914153
"Sumner County, Tennessee",2026,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1641.49136577708,1641.49136577708
"Sumner County, Tennessee",2047,Other services (except government and government enterprises),BEA and NAICS,81,1900,10655.82142857143,10655.82142857143
"Sumner County, Tennessee",2039,Retail trade,BEA and NAICS,44-45,700,12050.92857142857,12050.92857142857
"Sumner County, Tennessee",2025,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,80.23220826792256,80.23220826792256
"Sumner County, Tennessee",2039,Finance and insurance,BEA and NAICS,52,1000,5941.75,5941.75
"Sumner County, Tennessee",2022BL,Management of companies and enterprises,BEA and NAICS,55,1300,196.0,196.0
"Sumner County, Tennessee",2022BL,Retail trade,BEA and NAICS,44-45,700,10563.0,10563.0
"Sumner County, Tennessee",2023,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,74.25078492935637,74.25078492935637
"Sumner County, Tennessee",2022BL,"Professional, scientific, and technical services",BEA and NAICS,54,1200,7166.0,7255.932769953721
"Sumner County, Tennessee",2038,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4899.714285714285,4899.714285714285
"Sumner County, Tennessee",2044,Other services (except government and government enterprises),BEA and NAICS,81,1900,10165.642857142857,10165.642857142857
"Sumner County, Tennessee",2030,Total employment (number of jobs),BEA and NAICS,NA,10,118078.14285714286,118078.14285714286
"Sumner County, Tennessee",2027,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1640.6792255363682,1640.6792255363682
"Sumner County, Tennessee",2046,Real estate and rental and leasing,BEA and NAICS,53,1100,7347.142857142857,7425.449899835818
"Sumner County, Tennessee",2030,Government,BEA,NA,2000,10075.714285714286,0
"Sumner County, Tennessee",2044,Government,BEA,NA,2000,11867.214285714286,0
"Sumner County, Tennessee",2038,Construction,BEA and NAICS,23,400,8161.428571428572,8283.174674419175
"Sumner County, Tennessee",2026,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,3550.4285714285716,3550.4285714285716
"Sumner County, Tennessee",2047,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,11469.392857142857,11511.055857408046
"Sumner County, Tennessee",2030,Retail trade,BEA and NAICS,44-45,700,11186.142857142857,11186.142857142857
"Sumner County, Tennessee",2025,Utilities,BEA and NAICS,22,300,88.42857142857143,156.57887231403532
"Sumner County, Tennessee",2050,Health care and social assistance,BEA and NAICS,62,1600,17390.0,17438.079396147932
"Sumner County, Tennessee",2044,Finance and insurance,BEA and NAICS,52,1000,5933.5,5933.5
"Sumner County, Tennessee",2039,Manufacturing,BEA and NAICS,31-33,500,8350.92857142857,8350.92857142857
"Sumner County, Tennessee",2030,Transportation and warehousing,BEA and NAICS,48-49,800,6632.142857142857,7095.635544724524
"Sumner County, Tennessee",2032,Construction,BEA and NAICS,23,400,8062.142857142857,8182.407889915038
"Sumner County, Tennessee",2039,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,134.10217163788593,134.10217163788593
"Sumner County, Tennessee",2038,Manufacturing,BEA and NAICS,31-33,500,8337.285714285714,8337.285714285714
"Sumner County, Tennessee",2030,Wholesale trade,BEA and NAICS,42,600,4387.285714285715,4387.285714285715
"Sumner County, Tennessee",2038,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,9423.57142857143,9457.802905670333
"Sumner County, Tennessee",2048,Public Administration,NAICS,92,NA,0,6967.197364120303
"Sumner County, Tennessee",2038,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1642.74568288854,1642.74568288854
"Sumner County, Tennessee",2044,Educational services,BEA and NAICS,61,1500,4176.142857142857,7792.12108937952
"Sumner County, Tennessee",2038,Management of companies and enterprises,BEA and NAICS,55,1300,1210.7142857142858,1210.7142857142858
"Sumner County, Tennessee",2029,Government,BEA,NA,2000,9949.25,0
"Sumner County, Tennessee",2023,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,3245.3571428571427,3245.3571428571427
"Sumner County, Tennessee",2023,Management of companies and enterprises,BEA and NAICS,55,1300,331.10714285714283,331.10714285714283
"Sumner County, Tennessee",2048,Management of companies and enterprises,BEA and NAICS,55,1300,1958.7857142857142,1958.7857142857142
"Sumner County, Tennessee",2027,Construction,BEA and NAICS,23,400,7976.571428571428,8095.559970608595
"Sumner County, Tennessee",2030,Finance and insurance,BEA and NAICS,52,1000,5708.0,5708.0
"Sumner County, Tennessee",2049,Accommodation and food services,BEA and NAICS,72,1800,16921.64285714286,16921.64285714286
